h3,name,holc,access_min,access_km,street_m,access_src
882830ce3dfffff,Edgewater Apartment Homes NE,,37.2,2.97,2028.0,routed
882830ce41fffff,Vista Diablo Mobile Estates SW 2,,74.0,5.92,480.0,routed
882830ce43fffff,Delta Hawaii SE,,30.6,2.45,1645.0,routed
882830ce45fffff,Vista Diablo Mobile Estates SW,,41.0,3.28,7342.0,routed
882830ce47fffff,Chateau Mobile Home Park SW,,49.5,3.96,5627.0,routed
882830ce49fffff,Vista Diablo Mobile Estates SW 4,,85.3,6.82,605.0,routed
882830ce4bfffff,Kirker Creek Apartment Homes SE 3,,73.6,5.88,0.0,routed
882830ce4dfffff,Vista Diablo Mobile Estates SW 3,,56.6,4.53,793.0,routed
882830ce51fffff,Kirker Creek Apartment Homes,,26.3,2.1,7351.0,routed
882830ce53fffff,Woodland Hills Apartment Homes SE,,10.5,0.84,8235.0,routed
882830ce55fffff,Delta Hawaii S,,22.3,1.78,10233.0,routed
882830ce57fffff,Delta Hawaii SW,,17.8,1.42,8626.0,routed
882830ce59fffff,Kirker Creek Apartment Homes S,,32.5,2.6,1097.0,routed
882830ce5bfffff,Woodland Hills Apartment Homes S,,16.0,1.28,2211.0,routed
882830ce5dfffff,Kirker Creek Apartment Homes SE,,56.5,4.52,0.0,routed
882830ce61fffff,Parkview Village Apartments,,44.5,3.56,10575.0,routed
882830ce63fffff,Delta View Apartments,,23.6,1.89,7295.0,routed
882830ce65fffff,Baywoods,,28.9,2.31,10181.0,routed
882830ce67fffff,Mira Vista Hills,,32.4,2.59,6634.0,routed
882830ce69fffff,Vista Diablo Mobile Estates S,,31.8,2.54,5419.0,routed
882830ce6bfffff,Vista Diablo Mobile Estates,,48.0,3.84,5403.0,routed
882830ce6dfffff,Twin Creeks NW,,37.1,2.97,8378.0,routed
882830ce81fffff,Bella Vista Mobile Home Park N 2,,80.7,6.45,0.0,routed
882830ce85fffff,Beacon Villa NW 3,,69.5,5.56,0.0,routed
882830ce89fffff,Bella Vista Mobile Home Park N,,74.4,5.95,0.0,routed
882830ce8bfffff,California Seasons N 2,,77.1,6.17,0.0,routed
882830ce8dfffff,Beacon Villa NW 2,,57.8,4.62,0.0,routed
882830ce91fffff,Shore Acres NE 6,,100.5,8.04,0.0,routed
882830ce99fffff,Shore Acres NE 5,,89.3,7.14,0.0,routed
882830ce9bfffff,Shore Acres NE 4,,122.2,9.77,0.0,routed
882830ce9dfffff,California Seasons N 3,,94.9,7.59,0.0,routed
882830cec1fffff,River View Mobile Home Park,,28.8,2.3,13205.0,routed
882830cec3fffff,Bella Vista Mobile Home Park,,47.3,3.78,2963.0,routed
882830cec5fffff,Beacon Villa W,,24.7,1.97,6130.0,routed
882830cec7fffff,River View Mobile Home Park NE,,49.4,3.95,2546.0,routed
882830cec9fffff,Emerald Cove Mobile Home Park SE,,43.2,3.46,6911.0,routed
882830cecbfffff,Emerald Cove Mobile Home Park E,,40.2,3.22,8299.0,routed
882830cecdfffff,Woodland Hills Apartment Homes N 2,,27.5,2.2,5257.0,routed
882830ced1fffff,Broadway Mobil Home Park,,67.7,5.41,2138.0,routed
882830ced3fffff,Broadway Mobil Home Park NW,,81.7,6.54,0.0,routed
882830ced5fffff,California Seasons N,,80.7,6.45,0.0,routed
882830ced7fffff,Broadway Mobil Home Park N,,84.0,6.72,0.0,routed
882830ced9fffff,Hidden Cove Apartments,,66.1,5.29,10169.0,routed
882830cedbfffff,Rivershore Apartments,,84.3,6.75,4898.0,routed
882830ceddfffff,California Seasons,,53.6,4.29,9555.0,routed
882830cee1fffff,Beacon Villa N,,35.4,2.83,5199.0,routed
882830cee3fffff,Beacon Villa N 2,,51.8,4.14,0.0,routed
882830cee5fffff,Pittsburg N 2,,39.8,3.19,666.0,routed
882830cee7fffff,Beacon Villa N 3,,50.4,4.03,0.0,routed
882830cee9fffff,Beacon Villa,,27.8,2.22,9261.0,routed
882830ceebfffff,Beacon Villa NW,,44.2,3.54,0.0,routed
882830ceedfffff,Pittsburg N,,23.2,1.86,14241.0,routed
882830cf01fffff,Lakeshore N,,49.1,3.93,0.0,routed
882830cf09fffff,Lakeshore,,31.4,2.51,4076.0,routed
882830cf0bfffff,Lakeshore NW,,40.9,3.27,199.0,routed
882830cf0dfffff,Lakeshore NE,,45.1,3.61,929.0,routed
882830cf19fffff,ReNew Aster NE 2,,34.6,2.77,47.0,routed
882830cf1bfffff,ReNew Aster N 2,,70.0,5.6,0.0,routed
882830cf1dfffff,Antioch N 2,,33.4,2.68,0.0,routed
882830cf29fffff,Village Point NE 3,,95.2,7.62,0.0,routed
882830cf2dfffff,Antioch Family & Senior Apartments N 4,,92.6,7.41,876.0,routed
882830cf41fffff,Village Point SW,,36.5,2.92,7256.0,routed
882830cf43fffff,Lakeshore S,,17.3,1.39,10076.0,routed
882830cf45fffff,Village Point SE,,39.0,3.12,5099.0,routed
882830cf47fffff,Village Point,,33.4,2.67,8889.0,routed
882830cf49fffff,Antioch Hillcrest Terrace W,,28.0,2.24,11672.0,routed
882830cf4bfffff,Almond Knolls NE,,28.4,2.27,9002.0,routed
882830cf4dfffff,Antioch Hillcrest Terrace NE,,45.3,3.63,9068.0,routed
882830cf51fffff,Antioch,,10.6,0.85,10980.0,routed
882830cf53fffff,ReNew Aster NE,,24.2,1.94,11271.0,routed
882830cf55fffff,Antioch E,,17.3,1.39,10104.0,routed
882830cf57fffff,Antioch N,,22.5,1.8,8348.0,routed
882830cf59fffff,Casa Blanca Apartments,,13.1,1.05,9821.0,routed
882830cf5bfffff,Riverstone Apartments,,33.1,2.65,9550.0,routed
882830cf5dfffff,Antioch S,,8.4,0.67,11755.0,routed
882830cf61fffff,Antioch Family & Senior Apartments NW,,62.0,4.96,1890.0,routed
882830cf63fffff,Village Point NE 2,,90.9,7.28,0.0,routed
882830cf65fffff,Antioch Family & Senior Apartments N,,74.9,5.99,1914.0,routed
882830cf67fffff,Antioch Family & Senior Apartments N 2,,82.5,6.6,0.0,routed
882830cf69fffff,Antioch Family & Senior Apartments W,,51.7,4.14,8034.0,routed
882830cf6bfffff,Village Point NE,,47.4,3.79,3335.0,routed
882830cf6dfffff,Antioch Family & Senior Apartments,,60.2,4.82,3659.0,routed
882830d001fffff,Tassajara Hills E,,165.4,13.23,0.0,routed
882830d003fffff,Tassajara Hills NE 4,,120.6,9.65,0.0,routed
882830d005fffff,Tassajara Hills E 2,,143.2,11.46,967.0,routed
882830d007fffff,Tassajara Hills NE 7,,137.2,10.97,158.0,routed
882830d00bfffff,Tassajara Hills NE 3,,132.2,10.57,0.0,routed
882830d011fffff,Tassajara Hills N 3,,97.5,7.8,0.0,routed
882830d013fffff,Waterford E 3,,84.3,6.74,0.0,routed
882830d015fffff,Tassajara Hills NE 5,,107.8,8.63,0.0,routed
882830d017fffff,Tassajara Hills N 4,,104.2,8.34,0.0,routed
882830d019fffff,Tassajara Hills N,,99.2,7.94,0.0,routed
882830d01bfffff,Tassajara Hills N 2,,83.1,6.65,0.0,routed
882830d01dfffff,Tassajara Hills NE 2,,110.2,8.82,0.0,routed
882830d021fffff,Tassajara Hills NE 16,,140.8,11.26,891.0,routed
882830d023fffff,Tassajara Hills NE 14,,123.4,9.88,1948.0,routed
882830d025fffff,Tassajara Hills NE 21,,151.3,12.11,800.0,routed
882830d027fffff,Tassajara Hills NE 19,,137.4,10.99,1688.0,routed
882830d029fffff,Tassajara Hills E 3,,152.1,12.16,99.0,routed
882830d02bfffff,Tassajara Hills NE 11,,132.2,10.57,1352.0,routed
882830d02dfffff,Tassajara Hills E 4,,154.1,12.33,1439.0,routed
882830d031fffff,Tassajara Hills NE 10,,102.5,8.2,1726.0,routed
882830d033fffff,Tassajara Hills NE 12,,105.0,8.4,1119.0,routed
882830d035fffff,Tassajara Hills NE 13,,117.6,9.41,1652.0,routed
882830d037fffff,Tassajara Hills NE 15,,106.2,8.5,0.0,routed
882830d039fffff,Tassajara Hills NE 6,,123.5,9.88,211.0,routed
882830d03bfffff,Tassajara Hills NE 8,,120.0,9.6,0.0,routed
882830d03dfffff,Tassajara Hills NE 9,,136.2,10.9,783.0,routed
882830d053fffff,Tassajara Hills,,93.3,7.46,4348.0,routed
882830d057fffff,Tassajara Hills NE,,109.3,8.75,364.0,routed
882830d081fffff,Wendt Ranch SE,,4.6,0.37,6504.0,routed
882830d083fffff,Wendt Ranch,,16.6,1.33,11433.0,routed
882830d085fffff,Wendt Ranch E 2,,37.0,2.96,1731.0,routed
882830d087fffff,Wendt Ranch E,,18.1,1.45,2377.0,routed
882830d089fffff,Wendt Ranch SE 2,,53.6,4.29,130.0,routed
882830d08bfffff,Monterosso SE,,15.5,1.24,1711.0,routed
882830d08dfffff,Wendt Ranch SE 3,,18.0,1.44,0.0,routed
882830d091fffff,Oak Gate,,9.5,0.76,9578.0,routed
882830d093fffff,Silver Maple E,,25.5,2.04,4152.0,routed
882830d095fffff,Oak Gate E,,15.1,1.21,6408.0,routed
882830d097fffff,Oak Gate N,,26.5,2.12,6261.0,routed
882830d099fffff,Monterosso W,,12.1,0.97,3984.0,routed
882830d09bfffff,Somerset,,8.8,0.7,10017.0,routed
882830d09dfffff,Monterosso,,12.7,1.01,9107.0,routed
882830d0a1fffff,Wendt Ranch E 6,,61.3,4.91,1096.0,routed
882830d0a3fffff,Wendt Ranch NE 4,,52.4,4.19,1002.0,routed
882830d0a5fffff,Wendt Ranch E 9,,67.6,5.41,0.0,routed
882830d0a7fffff,Wendt Ranch NE 7,,75.0,6.0,0.0,routed
882830d0a9fffff,Wendt Ranch E 5,,49.1,3.93,1741.0,routed
882830d0abfffff,Wendt Ranch E 3,,48.2,3.85,1643.0,routed
882830d0adfffff,Wendt Ranch E 8,,66.1,5.29,0.0,routed
882830d0b1fffff,Wendt Ranch N,,35.0,2.8,1871.0,routed
882830d0b3fffff,Oak Gate NE 2,,178.4,14.28,1070.0,routed
882830d0b5fffff,Wendt Ranch NE 3,,75.4,6.03,0.0,routed
882830d0b7fffff,Wendt Ranch N 2,,151.0,12.08,0.0,routed
882830d0b9fffff,Wendt Ranch NE,,24.8,1.99,4532.0,routed
882830d0bbfffff,Oak Gate NE,,33.5,2.68,3407.0,routed
882830d0bdfffff,Wendt Ranch NE 2,,57.2,4.58,0.0,routed
882830d0c1fffff,Waterford NE,,88.3,7.07,0.0,routed
882830d0c3fffff,Aventura NE,,50.0,4.0,0.0,routed
882830d0c5fffff,Waterford NE 2,,65.3,5.23,958.0,routed
882830d0c7fffff,Aventura NE 2,,61.2,4.89,0.0,routed
882830d0c9fffff,Waterford,,42.6,3.41,800.0,routed
882830d0cbfffff,Aventura,,36.5,2.92,2308.0,routed
882830d0cdfffff,Waterford E 2,,76.0,6.08,982.0,routed
882830d0d1fffff,Solaire & Belvedere NE,,29.7,2.38,4940.0,routed
882830d0d3fffff,Avanti,,30.1,2.41,38.0,routed
882830d0d5fffff,Monterosso S,,48.4,3.88,1266.0,routed
882830d0d7fffff,Monterosso SW,,22.4,1.79,2605.0,routed
882830d0d9fffff,Solaire & Belvedere,,21.2,1.69,5766.0,routed
882830d0dbfffff,Terravista,,20.5,1.64,9916.0,routed
882830d0ddfffff,Fiore,,49.2,3.93,788.0,routed
882830d0e1fffff,Wendt Ranch SE 5,,77.7,6.22,0.0,routed
882830d0e3fffff,Wendt Ranch E 4,,47.7,3.82,1771.0,routed
882830d0e5fffff,Wendt Ranch E 10,,74.6,5.97,30.0,routed
882830d0e7fffff,Wendt Ranch E 7,,59.5,4.76,978.0,routed
882830d0e9fffff,Waterford NE 3,,67.8,5.43,1203.0,routed
882830d0ebfffff,Wendt Ranch SE 4,,51.9,4.15,1199.0,routed
882830d0edfffff,Tassajara Hills N 5,,75.6,6.04,995.0,routed
882830d101fffff,Saddleback NW,,269.0,21.52,0.0,routed
882830d103fffff,Saddleback NW 3,,322.7,25.82,0.0,routed
882830d105fffff,Saddleback,,311.5,24.92,228.0,routed
882830d107fffff,Saddleback N 2,,317.3,25.38,0.0,routed
882830d10bfffff,Saddleback NW 2,,200.0,16.0,0.0,routed
882830d111fffff,Proud Country NW 3,,203.8,16.3,1841.0,routed
882830d113fffff,Tassajara Hills NE 28,,212.1,16.97,0.0,routed
882830d115fffff,Saddleback NW 6,,340.3,27.22,0.0,routed
882830d117fffff,Saddleback NW 8,,225.9,18.07,1041.0,routed
882830d119fffff,Proud Country NW 2,,195.3,15.62,1942.0,routed
882830d11bfffff,Tassajara Hills NE 25,,207.2,16.58,1084.0,routed
882830d11dfffff,Saddleback NW 4,,351.8,28.15,0.0,routed
882830d121fffff,Saddleback N 4,,303.8,24.3,0.0,routed
882830d123fffff,Saddleback N 6,,313.0,25.04,0.0,routed
882830d125fffff,The Bluffs N 3,,289.2,23.14,0.0,routed
882830d127fffff,Saddleback N 7,,300.2,24.02,0.0,routed
882830d129fffff,Saddleback N,,311.0,24.88,694.0,routed
882830d12bfffff,Saddleback N 3,,311.0,24.88,814.0,routed
882830d12dfffff,The Bluffs,,293.1,23.45,646.0,routed
882830d131fffff,Saddleback N 8,,340.5,27.24,631.0,routed
882830d133fffff,Saddleback N 13,,307.1,24.57,0.0,routed
882830d135fffff,Saddleback N 9,,277.4,22.19,27.0,routed
882830d137fffff,Saddleback N 12,,267.1,21.37,1030.0,routed
882830d139fffff,Saddleback NW 5,,317.7,25.41,0.0,routed
882830d13bfffff,Saddleback NW 7,,229.3,18.34,60.0,routed
882830d13dfffff,Saddleback N 5,,308.4,24.67,974.0,routed
882830d153fffff,Proud Country NW,,185.5,14.84,933.0,routed
882830d157fffff,Proud Country,,188.0,15.04,0.0,routed
882830d181fffff,Wendt Ranch E 22,,253.8,20.31,0.0,routed
882830d183fffff,Wendt Ranch E 20,,214.8,17.18,0.0,routed
882830d185fffff,Wendt Ranch E 25,,243.3,19.47,994.0,routed
882830d187fffff,Wendt Ranch E 23,,226.1,18.09,154.0,routed
882830d189fffff,Wendt Ranch E 21,,152.9,12.23,0.0,routed
882830d18bfffff,Wendt Ranch E 19,,119.3,9.54,0.0,routed
882830d18dfffff,Wendt Ranch E 24,,253.4,20.27,0.0,routed
882830d191fffff,Wendt Ranch NE 16,,162.2,12.97,0.0,routed
882830d193fffff,Wendt Ranch NE 14,,155.9,12.47,0.0,routed
882830d195fffff,Wendt Ranch NE 21,,192.3,15.38,0.0,routed
882830d197fffff,Wendt Ranch NE 20,,149.9,11.99,0.0,routed
882830d199fffff,Wendt Ranch E 13,,86.0,6.88,0.0,routed
882830d19bfffff,Wendt Ranch NE 11,,80.0,6.4,0.0,routed
882830d19dfffff,Wendt Ranch E 17,,109.5,8.76,0.0,routed
882830d1a1fffff,Clayton Palms Community S 33,,241.4,19.31,0.0,routed
882830d1a3fffff,Clayton Palms Community S 29,,234.9,18.79,0.0,routed
882830d1a5fffff,Clayton Palms Community S 31,,220.9,17.67,0.0,routed
882830d1a7fffff,Clayton Palms Community S 28,,218.0,17.44,0.0,routed
882830d1a9fffff,Clayton Palms Community S 37,,251.2,20.1,0.0,routed
882830d1abfffff,Clayton Palms Community S 34,,232.4,18.6,428.0,routed
882830d1adfffff,Clayton Palms Community S 36,,255.3,20.42,0.0,routed
882830d1b1fffff,Clayton Palms Community S 26,,193.6,15.49,1372.0,routed
882830d1b3fffff,Clayton Palms Community S 24,,184.8,14.78,1082.0,routed
882830d1b5fffff,Clayton Palms Community S 25,,227.6,18.21,0.0,routed
882830d1b7fffff,Clayton Palms Community S 20,,196.5,15.72,0.0,routed
882830d1b9fffff,Wendt Ranch NE 25,,203.8,16.3,0.0,routed
882830d1bbfffff,Wendt Ranch NE 24,,166.0,13.28,0.0,routed
882830d1bdfffff,Clayton Palms Community S 30,,221.4,17.71,1432.0,routed
882830d1c1fffff,Tassajara Hills NE 22,,159.9,12.79,0.0,routed
882830d1c3fffff,Tassajara Hills NE 24,,141.0,11.28,339.0,routed
882830d1c5fffff,Tassajara Hills NE 26,,183.4,14.67,689.0,routed
882830d1c7fffff,Tassajara Hills NE 27,,187.7,15.01,0.0,routed
882830d1c9fffff,Tassajara Hills NE 17,,162.3,12.98,0.0,routed
882830d1cbfffff,Tassajara Hills NE 18,,141.6,11.33,1275.0,routed
882830d1cdfffff,Tassajara Hills NE 23,,156.1,12.49,1048.0,routed
882830d1d1fffff,Wendt Ranch E 15,,88.4,7.07,928.0,routed
882830d1d3fffff,Wendt Ranch E 12,,104.1,8.33,0.0,routed
882830d1d5fffff,Wendt Ranch E 18,,111.9,8.95,0.0,routed
882830d1d7fffff,Wendt Ranch E 16,,101.5,8.12,0.0,routed
882830d1d9fffff,Wendt Ranch E 14,,88.0,7.04,0.0,routed
882830d1dbfffff,Wendt Ranch E 11,,75.0,6.0,1032.0,routed
882830d1ddfffff,Tassajara Hills NE 20,,95.1,7.6,0.0,routed
882830d1e1fffff,Tassajara Hills NE 31,,255.7,20.46,986.0,routed
882830d1e3fffff,Tassajara Hills NE 32,,253.4,20.27,950.0,routed
882830d1e5fffff,Saddleback NW 10,,302.8,24.23,0.0,routed
882830d1e7fffff,Saddleback NW 11,,261.7,20.93,0.0,routed
882830d1e9fffff,Tassajara Hills NE 30,,185.1,14.81,0.0,routed
882830d1ebfffff,Tassajara Hills NE 29,,181.2,14.49,0.0,routed
882830d1edfffff,Saddleback NW 9,,230.5,18.44,1129.0,routed
882830d281fffff,eaves Dublin Apartments NE,,48.3,3.86,1683.0,routed
882830d283fffff,Bent Creek Estates NE,,26.7,2.14,0.0,routed
882830d285fffff,Wallis Ranch W,,109.3,8.75,140.0,routed
882830d287fffff,Chantera SW,,33.1,2.64,110.0,routed
882830d28bfffff,eaves Dublin Apartments,,33.7,2.7,4839.0,routed
882830d291fffff,Old Ranch Summit,,26.9,2.15,3923.0,routed
882830d293fffff,Old Ranch Summit NW,,28.5,2.28,4581.0,routed
882830d295fffff,Old Ranch Estates,,18.2,1.45,4368.0,routed
882830d297fffff,Serena & Cordova,,6.0,0.48,2727.0,routed
882830d299fffff,Fairway Village Apartments,,3.3,0.27,7191.0,routed
882830d29bfffff,Old Ranch Summit W,,16.9,1.35,6201.0,routed
882830d29dfffff,Bent Creek Estates,,21.2,1.7,9641.0,routed
882830d2a1fffff,Wallis Ranch N,,62.2,4.97,2741.0,routed
882830d2a3fffff,Waterford S,,50.9,4.08,575.0,routed
882830d2a5fffff,Tassajara Hills NW,,66.2,5.3,0.0,routed
882830d2a7fffff,Waterford E,,63.9,5.11,1414.0,routed
882830d2a9fffff,Wallis Ranch,,99.5,7.96,4880.0,routed
882830d2abfffff,Chantera,,37.0,2.96,5562.0,routed
882830d2adfffff,The Enclave,,81.6,6.53,3587.0,routed
882830d2b1fffff,Torello,,13.4,1.07,7168.0,routed
882830d2b3fffff,Ambridge,,13.3,1.07,10435.0,routed
882830d2b5fffff,Lunaria,,30.2,2.41,7752.0,routed
882830d2b7fffff,Wyngate,,24.3,1.95,11482.0,routed
882830d2b9fffff,Barcella,,22.0,1.76,3506.0,routed
882830d2bbfffff,Deer Creek,,0.9,0.07,3763.0,routed
882830d2bdfffff,Montecito,,24.1,1.93,11765.0,routed
882830d2d3fffff,Easthampton,,7.3,0.59,11587.0,routed
882830d2d7fffff,Amador Lakes Apartments,,5.0,0.4,3751.0,routed
882830d401fffff,Walnut Forest W,,14.9,1.2,7005.0,routed
882830d403fffff,Danville Oaks,,17.8,1.43,6855.0,routed
882830d405fffff,Walnut Forest,,10.8,0.86,7238.0,routed
882830d407fffff,Danville,,4.2,0.34,8907.0,routed
882830d409fffff,Sequoia Grove W,,22.4,1.79,1802.0,routed
882830d40bfffff,Danville SW,,28.3,2.26,3039.0,routed
882830d40dfffff,Sequoia Grove,,6.7,0.54,8139.0,routed
882830d411fffff,Rubicon of Danville W,,49.1,3.93,1268.0,routed
882830d413fffff,Alamo Oak Villas S 2,,48.7,3.9,0.0,routed
882830d415fffff,Rubicon of Danville,,25.2,2.01,8332.0,routed
882830d417fffff,Alamo Oak Villas S,,31.1,2.49,4805.0,routed
882830d419fffff,Danville Oaks SW 3,,38.7,3.09,147.0,routed
882830d41bfffff,Rubicon of Danville W 2,,33.3,2.66,0.0,routed
882830d41dfffff,Danville Oaks SW,,34.7,2.78,3584.0,routed
882830d421fffff,Rancho San Ramon NE,,14.7,1.18,3896.0,routed
882830d423fffff,Cameo Acres SW,,8.3,0.67,7375.0,routed
882830d425fffff,Diablo Country Club SW,,9.6,0.77,2825.0,routed
882830d427fffff,Cameo Acres S,,15.3,1.22,6767.0,routed
882830d429fffff,Rancho San Ramon SE,,6.4,0.51,9505.0,routed
882830d42bfffff,Rancho San Ramon,,16.3,1.31,8644.0,routed
882830d42dfffff,Autumn Creek NW,,20.5,1.64,2830.0,routed
882830d431fffff,Garden Creek N,,23.0,1.84,4279.0,routed
882830d433fffff,Alamo Highlands SW,,14.7,1.17,4496.0,routed
882830d435fffff,Alamo Oaks,,12.8,1.02,4248.0,routed
882830d437fffff,Alamo Highlands SE,,23.9,1.91,7154.0,routed
882830d439fffff,Garden Creek,,12.4,0.99,6827.0,routed
882830d43bfffff,Garden Creek NW,,12.6,1.0,5568.0,routed
882830d43dfffff,Rancho San Ramon NW,,11.9,0.95,7685.0,routed
882830d441fffff,California Chateau at Danville Ranch W,,34.3,2.74,0.0,routed
882830d443fffff,California Chateau at Danville Ranch NW,,52.4,4.19,0.0,routed
882830d445fffff,California Chateau at Danville Ranch N,,21.3,1.71,3639.0,routed
882830d447fffff,Greenbrook Townhomes W,,15.2,1.22,1291.0,routed
882830d449fffff,The Preserve W,,20.9,1.67,1111.0,routed
882830d44bfffff,California Chateau at Danville Ranch W 2,,30.0,2.4,988.0,routed
882830d44dfffff,California Chateau at Danville Ranch SW,,21.0,1.68,734.0,routed
882830d451fffff,Sequoia Grove W 3,,32.1,2.57,304.0,routed
882830d453fffff,Danville Oaks SW 4,,20.9,1.68,1712.0,routed
882830d455fffff,Sequoia Grove W 2,,44.8,3.59,144.0,routed
882830d457fffff,Danville Oaks SW 2,,49.1,3.93,460.0,routed
882830d459fffff,California Chateau at Danville Ranch W 4,,34.5,2.76,436.0,routed
882830d45bfffff,Sequoia Grove W 4,,27.5,2.2,512.0,routed
882830d45dfffff,California Chateau at Danville Ranch W 3,,41.9,3.35,849.0,routed
882830d461fffff,Greenbrook Townhomes NE,,8.5,0.68,5413.0,routed
882830d463fffff,Rose Garden Village,,13.0,1.04,9308.0,routed
882830d465fffff,Autumn Creek S,,25.4,2.04,1525.0,routed
882830d467fffff,Autumn Creek W,,8.4,0.67,9930.0,routed
882830d469fffff,Greenbrook Townhomes,,6.2,0.49,8089.0,routed
882830d46bfffff,Greenbrook Townhomes NW,,9.9,0.79,9404.0,routed
882830d46dfffff,Crow Canyon Country Club NW,,5.6,0.44,7500.0,routed
882830d481fffff,Rossmoor E 2,,102.1,8.17,2339.0,routed
882830d483fffff,Rossmoor E,,37.8,3.02,2115.0,routed
882830d485fffff,Stonecastle Estates S,,60.4,4.83,5818.0,routed
882830d487fffff,Stonecastle Estates SW,,40.5,3.24,2428.0,routed
882830d489fffff,Rossmoor SE,,90.9,7.27,2627.0,routed
882830d48bfffff,Rossmoor S,,63.5,5.08,3085.0,routed
882830d48dfffff,Alamo W,,76.9,6.15,1862.0,routed
882830d491fffff,Rossmoor NW,,72.1,5.77,1995.0,routed
882830d493fffff,Burton Valley E,,49.2,3.94,1994.0,routed
882830d495fffff,Rossmoor N,,9.6,0.77,4046.0,routed
882830d497fffff,Saranap S,,6.3,0.51,6552.0,routed
882830d499fffff,Rossmoor W,,37.9,3.03,2484.0,routed
882830d49bfffff,Burton Valley SE,,29.1,2.33,6513.0,routed
882830d49dfffff,Rossmoor,,18.3,1.47,3894.0,routed
882830d4a1fffff,Stonecastle Estates E,,68.3,5.46,6946.0,routed
882830d4a3fffff,Stonecastle Estates NE,,56.8,4.55,3584.0,routed
882830d4a5fffff,Stonebridge Estates W 2,,61.6,4.93,6368.0,routed
882830d4a7fffff,San Miguel SE,,57.9,4.63,7547.0,routed
882830d4a9fffff,Stonecastle Estates SE,,65.7,5.26,5650.0,routed
882830d4abfffff,Stonecastle Estates,,47.2,3.77,4255.0,routed
882830d4adfffff,Alamo Ranch Estates N,,60.4,4.83,6295.0,routed
882830d4b1fffff,Castle Hill,,30.9,2.47,7020.0,routed
882830d4b3fffff,Castle Hill NW,,22.4,1.8,7186.0,routed
882830d4b5fffff,San Miguel SW,,81.8,6.54,7504.0,routed
882830d4b7fffff,Castle Hill NE,,28.0,2.24,7841.0,routed
882830d4b9fffff,Castle Hill S,,27.0,2.16,4519.0,routed
882830d4bbfffff,Castle Hill W,,9.9,0.8,5447.0,routed
882830d4bdfffff,Stonecastle Estates NW,,44.7,3.57,5461.0,routed
882830d4c1fffff,Creektree,,67.4,5.39,0.0,routed
882830d4c3fffff,Rossmoor S 3,,69.0,5.52,0.0,routed
882830d4c5fffff,Alamo Village,,58.1,4.65,326.0,routed
882830d4c7fffff,Alamo SW,,85.3,6.83,1468.0,routed
882830d4c9fffff,Alamo Oak Villas SW 3,,39.2,3.14,0.0,routed
882830d4cbfffff,Rossmoor S 6,,54.1,4.33,0.0,routed
882830d4cdfffff,Alamo Oak Villas SW 2,,46.6,3.73,0.0,routed
882830d4d1fffff,Rossmoor SW 3,,59.1,4.73,0.0,routed
882830d4d3fffff,Rossmoor SW 2,,66.4,5.31,1326.0,routed
882830d4d5fffff,Rossmoor S 2,,66.9,5.36,0.0,routed
882830d4d7fffff,Rossmoor SW,,57.3,4.58,658.0,routed
882830d4d9fffff,Rossmoor S 5,,70.3,5.63,0.0,routed
882830d4dbfffff,Rossmoor SW 4,,47.6,3.81,1509.0,routed
882830d4ddfffff,Rossmoor S 4,,61.5,4.92,0.0,routed
882830d4e1fffff,Alamo Bridge,,38.7,3.09,5989.0,routed
882830d4e3fffff,Alamo,,49.5,3.96,6317.0,routed
882830d4e5fffff,Alamo Ranch Estates E,,45.3,3.62,5499.0,routed
882830d4e7fffff,Alamo Ranch Estates,,49.9,3.99,4600.0,routed
882830d4e9fffff,Alamo Oak Villas SW,,38.7,3.1,5219.0,routed
882830d4ebfffff,Alamo Bridge SW,,49.8,3.98,5150.0,routed
882830d4edfffff,Alamo Oak Villas,,27.7,2.21,3594.0,routed
882830d501fffff,Hidden Oaks E,,59.4,4.75,796.0,routed
882830d503fffff,Hidden Oaks N,,70.5,5.64,448.0,routed
882830d505fffff,Hidden Oaks E 2,,119.2,9.53,932.0,routed
882830d507fffff,Hidden Oaks NE,,83.3,6.66,1670.0,routed
882830d509fffff,Brooktree,,58.2,4.66,4340.0,routed
882830d50bfffff,Hidden Oaks,,52.3,4.19,6563.0,routed
882830d50dfffff,Tennis Club,,60.7,4.86,3633.0,routed
882830d511fffff,Diablo Country Club,,44.0,3.52,3877.0,routed
882830d513fffff,Diablo Country Club NW,,31.2,2.5,1027.0,routed
882830d515fffff,Diablo Country Club NE,,54.7,4.38,1675.0,routed
882830d517fffff,Diablo Country Club N,,53.9,4.32,1126.0,routed
882830d519fffff,Diablo Country Club S,,26.8,2.15,5561.0,routed
882830d51bfffff,Diablo Country Club W,,43.7,3.5,3093.0,routed
882830d51dfffff,Diablo Country Club E,,39.7,3.18,2074.0,routed
882830d521fffff,Hidden Oaks NE 5,,118.9,9.51,0.0,routed
882830d523fffff,Hidden Oaks NE 4,,107.5,8.6,0.0,routed
882830d525fffff,Hidden Oaks NE 9,,135.6,10.85,0.0,routed
882830d527fffff,Hidden Oaks NE 7,,120.4,9.63,0.0,routed
882830d529fffff,Hidden Oaks E 3,,142.5,11.4,0.0,routed
882830d52bfffff,Hidden Oaks NE 2,,106.6,8.53,276.0,routed
882830d52dfffff,Blackhawk NE 4,,132.9,10.63,0.0,routed
